;Unnamed: 0;Sentiment;Instagram Comment Text;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
10;10;0;Syarat sah nikah menurut agama islam hanya 5 yaitu : adanya CPP, adanya CPW, saksi, wali nikah dan mas kawin/mahar. Perkara makeup gak manglingi bukan syarat sah pernikahan. Sekalipun gak makeup tapi syarat yg 5 tersebut terpenuhi maka pernikahannya SAH yak emak emak julids;syarat sah nikah menurut agama islam hanya   yaitu adanya cpp adanya cpw saksi wali nikah dan mas kawinmahar perkara makeup gak manglingi bukan syarat sah pernikahan sekalipun gak makeup tapi syarat yg   tersebut terpenuhi maka pernikahannya sah yak emak emak julids;['syarat', 'sah', 'nikah', 'menurut', 'agama', 'islam', 'hanya', 'yaitu', 'adanya', 'cpp', 'adanya', 'cpw', 'saksi', 'wali', 'nikah', 'dan', 'mas', 'kawinmahar', 'perkara', 'makeup', 'gak', 'manglingi', 'bukan', 'syarat', 'sah', 'pernikahan', 'sekalipun', 'gak', 'makeup', 'tapi', 'syarat', 'yg', 'tersebut', 'terpenuhi', 'maka', 'pernikahannya', 'sah', 'yak', 'emak', 'emak', 'julids'];['syarat', 'sah', 'nikah', 'menurut', 'agama', 'islam', 'hanya', 'yaitu', 'adanya', 'cpp', 'adanya', 'cpw', 'saksi', 'wali', 'nikah', 'dan', 'mas', 'kawinmahar', 'perkara', 'makeup', 'gak', 'manglingi', 'bukan', 'syarat', 'sah', 'pernikahan', 'sekalipun', 'gak', 'makeup', 'tapi', 'syarat', 'yg', 'tersebut', 'terpenuhi', 'maka', 'pernikahannya', 'sah', 'yak', 'emak', 'emak', 'julids'];syarat sah nikah menurut agama islam hanya yaitu adanya cpp adanya cpw saksi wali nikah dan mas kawinmahar perkara makeup gak manglingi bukan syarat sah pernikahan sekalipun gak makeup tapi syarat yg tersebut terpenuhi maka pernikahannya sah yak emak emak julids;syarat sah nikah menurut agama islam hanya yaitu adanya cpp adanya cpw saksi wali nikah dan mas kawinmahar perkara makeup gak manglingi bukan syarat sah pernikahan sekalipun gak makeup tapi syarat yg tersebut terpenuhi maka pernikahannya sah yak emak emak julids;syarat sah nikah agama islam yaitu ada cpp ada cpw saksi wali nikah mas kawinmahar perkara makeup gak manglingi bukan syarat sah nikah sekalipun gak makeup syarat sebut penuh nikah sah yak emak emak julids
11;11;0;Cewek gatau diri nih, ngerebut pacar org. Udh mana punya abang yg ngedukung sifat jeleknya lg. Ckck;cewek gatau diri nih ngerebut pacar org udh mana punya abang yg ngedukung sifat jeleknya lg ckck;['cewek', 'gatau', 'diri', 'nih', 'ngerebut', 'pacar', 'org', 'udh', 'mana', 'punya', 'abang', 'yg', 'ngedukung', 'sifat', 'jeleknya', 'lg', 'ckck'];['cewek', 'gatau', 'diri', 'nih', 'ngerebut', 'pacar', 'org', 'udh', 'mana', 'punya', 'abang', 'yg', 'ngedukung', 'sifat', 'jeleknya', 'lg', 'ckck'];cewek gatau diri nih ngerebut pacar org udh mana punya abang yg ngedukung sifat jeleknya lg ckck;cewek gatau diri nih ngerebut pacar org udh mana punya abang yg ngedukung sifat jeleknya lg ckck;cewek gatau diri nih ngerebut pacar org udh mana punya abang ngedukung sifat jelek lg ckck
12;12;0; <USERNAME> eh... Situ siapa??? Kids jaman now ya kebanyakan micin.. Mna kata aku yg ngina??? Bego dipelihara??????;username eh situ siapa kids jaman now ya kebanyakan micin mna kata aku yg ngina bego dipelihara;['username', 'eh', 'situ', 'siapa', 'kids', 'jaman', 'now', 'ya', 'kebanyakan', 'micin', 'mna', 'kata', 'aku', 'yg', 'ngina', 'bego', 'dipelihara'];['username', 'eh', 'situ', 'siapa', 'kids', 'jaman', 'now', 'ya', 'kebanyakan', 'micin', 'mna', 'kata', 'aku', 'yg', 'ngina', 'bego', 'dipelihara'];username eh situ siapa kids jaman now ya kebanyakan micin mna kata aku yg ngina bego dipelihara;username eh situ siapa kids jaman now ya kebanyakan micin mna kata aku yg ngina bego dipelihara;username situ siapa kids jaman now banyak micin mna kata aku ngina bego pelihara
13;13;0;Jijik liatnya suer deh minceeee;jijik liatnya suer deh minceeee;['jijik', 'liatnya', 'suer', 'deh', 'minceeee'];['jijik', 'liatnya', 'suer', 'deh', 'minceeee'];jijik liatnya suer deh minceeee;jijik liatnya suer deh minceeee;jijik liat suer deh minceeee
14;14;0;"Emang bukan hal tabu ciuman gitu (iya emang) tapi yg bikin eneg itu ""PENCITRAAN"" nya yg sok alim sok baik sok bijak dan sok sok yg lainya. Seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan. Bukan sok alim atau sok suci serius!";emang bukan hal tabu ciuman gitu iya emang tapi yg bikin eneg itu pencitraan nya yg sok alim sok baik sok bijak dan sok sok yg lainya seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan bukan sok alim atau sok suci serius;['emang', 'bukan', 'hal', 'tabu', 'ciuman', 'gitu', 'iya', 'emang', 'tapi', 'yg', 'bikin', 'eneg', 'itu', 'pencitraan', 'nya', 'yg', 'sok', 'alim', 'sok', 'baik', 'sok', 'bijak', 'dan', 'sok', 'sok', 'yg', 'lainya', 'seandainya', 'dia', 'lebih', 'apa', 'adanya', 'itu', 'lebih', 'baik', 'dari', 'pada', 'pencitraan', 'bukan', 'sok', 'alim', 'atau', 'sok', 'suci', 'serius'];['emang', 'bukan', 'hal', 'tabu', 'ciuman', 'gitu', 'iya', 'emang', 'tapi', 'yg', 'bikin', 'eneg', 'itu', 'pencitraan', 'nya', 'yg', 'sok', 'alim', 'sok', 'baik', 'sok', 'bijak', 'dan', 'sok', 'sok', 'yg', 'lainya', 'seandainya', 'dia', 'lebih', 'apa', 'adanya', 'itu', 'lebih', 'baik', 'dari', 'pada', 'pencitraan', 'bukan', 'sok', 'alim', 'atau', 'sok', 'suci', 'serius'];emang bukan hal tabu ciuman gitu iya emang tapi yg bikin eneg itu pencitraan nya yg sok alim sok baik sok bijak dan sok sok yg lainya seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan bukan sok alim atau sok suci serius;emang bukan hal tabu ciuman gitu iya emang tapi yg bikin eneg itu pencitraan nya yg sok alim sok baik sok bijak dan sok sok yg lainya seandainya dia lebih apa adanya itu lebih baik dari pada pencitraan bukan sok alim atau sok suci serius;emang bukan tabu cium gitu iya emang bikin eneg citra yg sok alim sok baik sok bijak sok sok yg lai anda lebih apa ada lebih baik pada citra bukan sok alim sok suci serius
15;15;0;Yg jd masalah disini adalah 1. mereka ciuman dpn org bnyk yg SEHARUSNYA sih punya rasa MALU, kecuali mgkn lg mabok jd gak ada rasa malu. 2. Mereka berteman?? Helooow sebuah pertemanan tdk akan melibatkan ciuman BIBIR, coba aja kalian bayangin, sanggup gak ciuman bibir ma TEMAN? pasti lbh dr teman lah itu. Dasar Kelakuan Kids jaman now yg emg bego, bukan krn kebanyakan micin lho yah ??;yg jd masalah disini adalah   mereka ciuman dpn org bnyk yg seharusnya sih punya rasa malu kecuali mgkn lg mabok jd gak ada rasa malu   mereka berteman helooow sebuah pertemanan tdk akan melibatkan ciuman bibir coba aja kalian bayangin sanggup gak ciuman bibir ma teman pasti lbh dr teman lah itu dasar kelakuan kids jaman now yg emg bego bukan krn kebanyakan micin lho yah;['yg', 'jd', 'masalah', 'disini', 'adalah', 'mereka', 'ciuman', 'dpn', 'org', 'bnyk', 'yg', 'seharusnya', 'sih', 'punya', 'rasa', 'malu', 'kecuali', 'mgkn', 'lg', 'mabok', 'jd', 'gak', 'ada', 'rasa', 'malu', 'mereka', 'berteman', 'helooow', 'sebuah', 'pertemanan', 'tdk', 'akan', 'melibatkan', 'ciuman', 'bibir', 'coba', 'aja', 'kalian', 'bayangin', 'sanggup', 'gak', 'ciuman', 'bibir', 'ma', 'teman', 'pasti', 'lbh', 'dr', 'teman', 'lah', 'itu', 'dasar', 'kelakuan', 'kids', 'jaman', 'now', 'yg', 'emg', 'bego', 'bukan', 'krn', 'kebanyakan', 'micin', 'lho', 'yah'];['yg', 'jd', 'masalah', 'disini', 'adalah', 'mereka', 'ciuman', 'dpn', 'org', 'bnyk', 'yg', 'seharusnya', 'sih', 'punya', 'rasa', 'malu', 'kecuali', 'mgkn', 'lg', 'mabok', 'jd', 'gak', 'ada', 'rasa', 'malu', 'mereka', 'berteman', 'helooow', 'sebuah', 'pertemanan', 'tdk', 'akan', 'melibatkan', 'ciuman', 'bibir', 'coba', 'aja', 'kalian', 'bayangin', 'sanggup', 'gak', 'ciuman', 'bibir', 'ma', 'teman', 'pasti', 'lbh', 'dr', 'teman', 'lah', 'itu', 'dasar', 'kelakuan', 'kids', 'jaman', 'now', 'yg', 'emg', 'bego', 'bukan', 'krn', 'kebanyakan', 'micin', 'lho', 'yah'];yg jd masalah disini adalah mereka ciuman dpn org bnyk yg seharusnya sih punya rasa malu kecuali mgkn lg mabok jd gak ada rasa malu mereka berteman helooow sebuah pertemanan tdk akan melibatkan ciuman bibir coba aja kalian bayangin sanggup gak ciuman bibir ma teman pasti lbh dr teman lah itu dasar kelakuan kids jaman now yg emg bego bukan krn kebanyakan micin lho yah;yg jd masalah disini adalah mereka ciuman dpn org bnyk yg seharusnya sih punya rasa malu kecuali mgkn lg mabok jd gak ada rasa malu mereka berteman helooow sebuah pertemanan tdk akan melibatkan ciuman bibir coba aja kalian bayangin sanggup gak ciuman bibir ma teman pasti lbh dr teman lah itu dasar kelakuan kids jaman now yg emg bego bukan krn kebanyakan micin lho yah;jd masalah sini cium dpn org bnyk harus punya rasa malu mgkn lg mabok jd gak rasa malu mereka teman helooow buah teman tdk libat cium bibir coba aja kalian bayangin sanggup gak cium bibir ma teman lbh dr teman itu dasar laku kids jaman now emg bego bukan krn banyak micin lho yah
16;16;0;Anjing nya ngamuk..hidup kok dmana2 pny musuh..udh kliatan mna yg baik dan bukan..org baik ga pny byk musuh..;anjing nya ngamuk hidup kok dmana pny musuh udh kliatan mna yg baik dan bukan org baik ga pny byk musuh;['anjing', 'nya', 'ngamuk', 'hidup', 'kok', 'dmana', 'pny', 'musuh', 'udh', 'kliatan', 'mna', 'yg', 'baik', 'dan', 'bukan', 'org', 'baik', 'ga', 'pny', 'byk', 'musuh'];['anjing', 'nya', 'ngamuk', 'hidup', 'kok', 'dmana', 'pny', 'musuh', 'udh', 'kliatan', 'mna', 'yg', 'baik', 'dan', 'bukan', 'org', 'baik', 'ga', 'pny', 'byk', 'musuh'];anjing nya ngamuk hidup kok dmana pny musuh udh kliatan mna yg baik dan bukan org baik ga pny byk musuh;anjing nya ngamuk hidup kok dmana pny musuh udh kliatan mna yg baik dan bukan org baik ga pny byk musuh;anjing ngamuk hidup kok dmana pny musuh udh kliatan mna baik bukan org baik ga pny byk musuh
17;17;0; <USERNAME> ahhh katanya jaga ucapan, lahh ucapan dia ngk dijaga sendiri.. dasar munafik.. dasar betina zaman now ellu kali yangg kelebihan micin.. loe sendiri otak loe kan di selangkangan mana paham.. semoga Tuhan ampunin kemunafikan loe cun;username ahhh katanya jaga ucapan lahh ucapan dia ngk dijaga sendiri dasar munafik dasar betina zaman now ellu kali yangg kelebihan micin loe sendiri otak loe kan di selangkangan mana paham semoga tuhan ampunin kemunafikan loe cun;['username', 'ahhh', 'katanya', 'jaga', 'ucapan', 'lahh', 'ucapan', 'dia', 'ngk', 'dijaga', 'sendiri', 'dasar', 'munafik', 'dasar', 'betina', 'zaman', 'now', 'ellu', 'kali', 'yangg', 'kelebihan', 'micin', 'loe', 'sendiri', 'otak', 'loe', 'kan', 'di', 'selangkangan', 'mana', 'paham', 'semoga', 'tuhan', 'ampunin', 'kemunafikan', 'loe', 'cun'];['username', 'ahhh', 'katanya', 'jaga', 'ucapan', 'lahh', 'ucapan', 'dia', 'ngk', 'dijaga', 'sendiri', 'dasar', 'munafik', 'dasar', 'betina', 'zaman', 'now', 'ellu', 'kali', 'yangg', 'kelebihan', 'micin', 'loe', 'sendiri', 'otak', 'loe', 'kan', 'di', 'selangkangan', 'mana', 'paham', 'semoga', 'tuhan', 'ampunin', 'kemunafikan', 'loe', 'cun'];username ahhh katanya jaga ucapan lahh ucapan dia ngk dijaga sendiri dasar munafik dasar betina zaman now ellu kali yangg kelebihan micin loe sendiri otak loe kan di selangkangan mana paham semoga tuhan ampunin kemunafikan loe cun;username ahhh katanya jaga ucapan lahh ucapan dia ngk dijaga sendiri dasar munafik dasar betina zaman now ellu kali yangg kelebihan micin loe sendiri otak loe kan di selangkangan mana paham semoga tuhan ampunin kemunafikan loe cun;username ahhh kata jaga ucap lahh ucap ngk jaga sendiri dasar munafik dasar betina zaman now ellu kali yangg lebih micin loe sendiri otak loe kan selangkang mana paham moga tuhan ampunin munafik loe cun
18;18;0; <USERNAME> yaa ampun ini upil naruto,, kata2nya makin mencerminkan klo dia yg sebenarnya pecun.????pengalaman banget lu yaa. Kesian. Gua jadi prihatin. Mati aj deh lu. Ngotorin dunia manusia macam kau.??;username yaa ampun ini upil naruto katanya makin mencerminkan klo dia yg sebenarnya pecun pengalaman banget lu yaa kesian gua jadi prihatin mati aj deh lu ngotorin dunia manusia macam kau;['username', 'yaa', 'ampun', 'ini', 'upil', 'naruto', 'katanya', 'makin', 'mencerminkan', 'klo', 'dia', 'yg', 'sebenarnya', 'pecun', 'pengalaman', 'banget', 'lu', 'yaa', 'kesian', 'gua', 'jadi', 'prihatin', 'mati', 'aj', 'deh', 'lu', 'ngotorin', 'dunia', 'manusia', 'macam', 'kau'];['username', 'yaa', 'ampun', 'ini', 'upil', 'naruto', 'katanya', 'makin', 'mencerminkan', 'klo', 'dia', 'yg', 'sebenarnya', 'pecun', 'pengalaman', 'banget', 'lu', 'yaa', 'kesian', 'gua', 'jadi', 'prihatin', 'mati', 'aj', 'deh', 'lu', 'ngotorin', 'dunia', 'manusia', 'macam', 'kau'];username yaa ampun ini upil naruto katanya makin mencerminkan klo dia yg sebenarnya pecun pengalaman banget lu yaa kesian gua jadi prihatin mati aj deh lu ngotorin dunia manusia macam kau;username yaa ampun ini upil naruto katanya makin mencerminkan klo dia yg sebenarnya pecun pengalaman banget lu yaa kesian gua jadi prihatin mati aj deh lu ngotorin dunia manusia macam kau;username yaa ampun upil naruto kata makin cermin klo yg benar pecun alam banget lu yaa kesi gua jadi prihatin mati aj deh lu ngotorin dunia manusia macam kau
19;19;0;Cuman jual goyangan yak, suara macam taik...;cuman jual goyangan yak suara macam taik;['cuman', 'jual', 'goyangan', 'yak', 'suara', 'macam', 'taik'];['cuman', 'jual', 'goyangan', 'yak', 'suara', 'macam', 'taik'];cuman jual goyangan yak suara macam taik;cuman jual goyangan yak suara macam taik;cuman jual goyang yak suara macam taik
20;20;0;Kasian ih nyari uang sampe segitunya;kasian ih nyari uang sampe segitunya;['kasian', 'ih', 'nyari', 'uang', 'sampe', 'segitunya'];['kasian', 'ih', 'nyari', 'uang', 'sampe', 'segitunya'];kasian ih nyari uang sampe segitunya;kasian ih nyari uang sampe segitunya;kasi ih nyari uang sampe segitunya
21;21;0;anjir tontonan yg sangat tidak bermutu!;anjir tontonan yg sangat tidak bermutu;['anjir', 'tontonan', 'yg', 'sangat', 'tidak', 'bermutu'];['anjir', 'tontonan', 'yg', 'sangat', 'tidak', 'bermutu'];anjir tontonan yg sangat tidak bermutu;anjir tontonan yg sangat tidak bermutu;anjir tonton sangat mutu
22;22;0;Dlu inul goyang ngebor baju ketat dcekal. Hrs ny ni jg dg sgja goyang dada mulu, suara ga sbrpa. Mrsk moral ank muda yg nnton bawaannya nafsu aja nanti ????;dlu inul goyang ngebor baju ketat dcekal hrs ny ni jg dg sgja goyang dada mulu suara ga sbrpa mrsk moral ank muda yg nnton bawaannya nafsu aja nanti;['dlu', 'inul', 'goyang', 'ngebor', 'baju', 'ketat', 'dcekal', 'hrs', 'ny', 'ni', 'jg', 'dg', 'sgja', 'goyang', 'dada', 'mulu', 'suara', 'ga', 'sbrpa', 'mrsk', 'moral', 'ank', 'muda', 'yg', 'nnton', 'bawaannya', 'nafsu', 'aja', 'nanti'];['dlu', 'inul', 'goyang', 'ngebor', 'baju', 'ketat', 'dcekal', 'hrs', 'ny', 'ni', 'jg', 'dg', 'sgja', 'goyang', 'dada', 'mulu', 'suara', 'ga', 'sbrpa', 'mrsk', 'moral', 'ank', 'muda', 'yg', 'nnton', 'bawaannya', 'nafsu', 'aja', 'nanti'];dlu inul goyang ngebor baju ketat dcekal hrs ny ni jg dg sgja goyang dada mulu suara ga sbrpa mrsk moral ank muda yg nnton bawaannya nafsu aja nanti;dlu inul goyang ngebor baju ketat dcekal hrs ny ni jg dg sgja goyang dada mulu suara ga sbrpa mrsk moral ank muda yg nnton bawaannya nafsu aja nanti;dlu inul goyang ngebor baju ketat dcekal hrs ny ni jg dg sgja goyang dada mulu suara ga sbrpa mrsk moral ank muda nnton bawa nafsu aja
23;23;0;Pnyanyi dangdut yg ga berkelas bgini nih... bukan'y nonjolin suara malah nonjolin dada;pnyanyi dangdut yg ga berkelas bgini nih bukan nonjolin suara malah nonjolin dada;['pnyanyi', 'dangdut', 'yg', 'ga', 'berkelas', 'bgini', 'nih', 'bukan', 'nonjolin', 'suara', 'malah', 'nonjolin', 'dada'];['pnyanyi', 'dangdut', 'yg', 'ga', 'berkelas', 'bgini', 'nih', 'bukan', 'nonjolin', 'suara', 'malah', 'nonjolin', 'dada'];pnyanyi dangdut yg ga berkelas bgini nih bukan nonjolin suara malah nonjolin dada;pnyanyi dangdut yg ga berkelas bgini nih bukan nonjolin suara malah nonjolin dada;pnyanyi dangdut ga kelas bgini nih bukan nonjolin suara malah nonjolin dada
24;24;0;Najis najis udh homo aja harusnya, org kaya gini di musnahkan dari muka bumi;najis najis udh homo aja harusnya org kaya gini di musnahkan dari muka bumi;['najis', 'najis', 'udh', 'homo', 'aja', 'harusnya', 'org', 'kaya', 'gini', 'di', 'musnahkan', 'dari', 'muka', 'bumi'];['najis', 'najis', 'udh', 'homo', 'aja', 'harusnya', 'org', 'kaya', 'gini', 'di', 'musnahkan', 'dari', 'muka', 'bumi'];najis najis udh homo aja harusnya org kaya gini di musnahkan dari muka bumi;najis najis udh homo aja harusnya org kaya gini di musnahkan dari muka bumi;najis najis udh homo aja harus org kaya gin musnah muka bumi
25;25;0;Haduuh ini orang gak punya akhlak bangeg, perasaan kerjaan berantem mulu, banyak musuhnya;haduuh ini orang gak punya akhlak bangeg perasaan kerjaan berantem mulu banyak musuhnya;['haduuh', 'ini', 'orang', 'gak', 'punya', 'akhlak', 'bangeg', 'perasaan', 'kerjaan', 'berantem', 'mulu', 'banyak', 'musuhnya'];['haduuh', 'ini', 'orang', 'gak', 'punya', 'akhlak', 'bangeg', 'perasaan', 'kerjaan', 'berantem', 'mulu', 'banyak', 'musuhnya'];haduuh ini orang gak punya akhlak bangeg perasaan kerjaan berantem mulu banyak musuhnya;haduuh ini orang gak punya akhlak bangeg perasaan kerjaan berantem mulu banyak musuhnya;haduuh orang gak punya akhlak bangeg asa kerja antem mulu banyak musuh
26;26;0;S lonte ini bkn sensasi ngjak ribut org mulu sampah;lonte ini bkn sensasi ngjak ribut org mulu sampah;['lonte', 'ini', 'bkn', 'sensasi', 'ngjak', 'ribut', 'org', 'mulu', 'sampah'];['lonte', 'ini', 'bkn', 'sensasi', 'ngjak', 'ribut', 'org', 'mulu', 'sampah'];lonte ini bkn sensasi ngjak ribut org mulu sampah;lonte ini bkn sensasi ngjak ribut org mulu sampah;lonte bkn sensasi ngjak ribut org mulu sampah
27;27;0;Kayak banci dh mirip nenek2 pny cucu . Mw di operasi di mua top ttp aj klo asli ny g cantik luar dlm..;kayak banci dh mirip nenek pny cucu mw di operasi di mua top ttp aj klo asli ny cantik luar dlm;['kayak', 'banci', 'dh', 'mirip', 'nenek', 'pny', 'cucu', 'mw', 'di', 'operasi', 'di', 'mua', 'top', 'ttp', 'aj', 'klo', 'asli', 'ny', 'cantik', 'luar', 'dlm'];['kayak', 'banci', 'dh', 'mirip', 'nenek', 'pny', 'cucu', 'mw', 'di', 'operasi', 'di', 'mua', 'top', 'ttp', 'aj', 'klo', 'asli', 'ny', 'cantik', 'luar', 'dlm'];kayak banci dh mirip nenek pny cucu mw di operasi di mua top ttp aj klo asli ny cantik luar dlm;kayak banci dh mirip nenek pny cucu mw di operasi di mua top ttp aj klo asli ny cantik luar dlm;kayak banci dh mirip nenek pny cucu mw operasi mua top ttp aj klo asli ny cantik luar dlm
28;28;0;Dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu;dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu;['dan', 'lebih', 'bagus', 'lagi', 'kalo', 'mingkem', 'aja', 'hahahahahaha', 'jahatnya', 'akuuu'];['dan', 'lebih', 'bagus', 'lagi', 'kalo', 'mingkem', 'aja', 'hahahahahaha', 'jahatnya', 'akuuu'];dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu;dan lebih bagus lagi kalo mingkem aja hahahahahaha jahatnya akuuu;lebih bagus kalo mingkem aja hahahahahaha jahat akuuu
29;29;0;Walaupun Oplas ATAU dipermak sekalipun tetep jelek. POKOKNYA MUKANYA TEGANG KEK BANCI. UDAH SEKIAN??;walaupun oplas atau dipermak sekalipun tetep jelek pokoknya mukanya tegang kek banci udah sekian;['walaupun', 'oplas', 'atau', 'dipermak', 'sekalipun', 'tetep', 'jelek', 'pokoknya', 'mukanya', 'tegang', 'kek', 'banci', 'udah', 'sekian'];['walaupun', 'oplas', 'atau', 'dipermak', 'sekalipun', 'tetep', 'jelek', 'pokoknya', 'mukanya', 'tegang', 'kek', 'banci', 'udah', 'sekian'];walaupun oplas atau dipermak sekalipun tetep jelek pokoknya mukanya tegang kek banci udah sekian;walaupun oplas atau dipermak sekalipun tetep jelek pokoknya mukanya tegang kek banci udah sekian;walaupun oplas permak sekalipun tetep jelek pokok muka tegang kek banci udah sekian
30;30;0;Mending liat dek molen biarpun cowok tp cuantik, gak kaya ini cewe tp malah kayak bencong wkwkwk ??;mending liat dek molen biarpun cowok tp cuantik gak kaya ini cewe tp malah kayak bencong wkwkwk;['mending', 'liat', 'dek', 'molen', 'biarpun', 'cowok', 'tp', 'cuantik', 'gak', 'kaya', 'ini', 'cewe', 'tp', 'malah', 'kayak', 'bencong', 'wkwkwk'];['mending', 'liat', 'dek', 'molen', 'biarpun', 'cowok', 'tp', 'cuantik', 'gak', 'kaya', 'ini', 'cewe', 'tp', 'malah', 'kayak', 'bencong', 'wkwkwk'];mending liat dek molen biarpun cowok tp cuantik gak kaya ini cewe tp malah kayak bencong wkwkwk;mending liat dek molen biarpun cowok tp cuantik gak kaya ini cewe tp malah kayak bencong wkwkwk;mending liat dek molen biarpun cowok tp cuantik gak kaya cewe tp malah kayak bencong wkwkwk
31;31;0;bencong rombeng.menjijikan!!!gay jg.;bencong rombeng menjijikan gay jg;['bencong', 'rombeng', 'menjijikan', 'gay', 'jg'];['bencong', 'rombeng', 'menjijikan', 'gay', 'jg'];bencong rombeng menjijikan gay jg;bencong rombeng menjijikan gay jg;bencong rombeng jijik gay jg
32;32;0;Orang gila itu ???? pengen HITZ cri tenar rela dipenjara? Cari sensasi settingan supaya beken smpe hina2 org,,, astagfirullah... Sekaya apa sih??? Org kaya mulut nya ky sampah,ga sekolah ya???;orang gila itu pengen hitz cri tenar rela dipenjara cari sensasi settingan supaya beken smpe hina org astagfirullah sekaya apa sih org kaya mulut nya ky sampah ga sekolah ya;['orang', 'gila', 'itu', 'pengen', 'hitz', 'cri', 'tenar', 'rela', 'dipenjara', 'cari', 'sensasi', 'settingan', 'supaya', 'beken', 'smpe', 'hina', 'org', 'astagfirullah', 'sekaya', 'apa', 'sih', 'org', 'kaya', 'mulut', 'nya', 'ky', 'sampah', 'ga', 'sekolah', 'ya'];['orang', 'gila', 'itu', 'pengen', 'hitz', 'cri', 'tenar', 'rela', 'dipenjara', 'cari', 'sensasi', 'settingan', 'supaya', 'beken', 'smpe', 'hina', 'org', 'astagfirullah', 'sekaya', 'apa', 'sih', 'org', 'kaya', 'mulut', 'nya', 'ky', 'sampah', 'ga', 'sekolah', 'ya'];orang gila itu pengen hitz cri tenar rela dipenjara cari sensasi settingan supaya beken smpe hina org astagfirullah sekaya apa sih org kaya mulut nya ky sampah ga sekolah ya;orang gila itu pengen hitz cri tenar rela dipenjara cari sensasi settingan supaya beken smpe hina org astagfirullah sekaya apa sih org kaya mulut nya ky sampah ga sekolah ya;orang gila ken hitz cri tenar rela penjara cari sensasi settingan beken smpe hina org astagfirullah kaya apa org kaya mulut ky sampah ga sekolah
33;33;0;Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau klo dia orang kaya... Orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh;cowok macam anjing cuihhh orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia karena semua orang juga tau klo dia orang kaya orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh;['cowok', 'macam', 'anjing', 'cuihhh', 'orang', 'kaya', 'tidak', 'akan', 'pernah', 'berkoar', 'gua', 'orang', 'yang', 'ping', 'kaya', 'sedunia', 'karena', 'semua', 'orang', 'juga', 'tau', 'klo', 'dia', 'orang', 'kaya', 'orang', 'kaya', 'malahn', 'berperilaku', 'sebagai', 'mana', 'orang', 'sederhana', 'buat', 'apa', 'memamerkan', 'kekayaan', 'di', 'dunia', 'di', 'akhirat', 'mampus', 'lu', 'harta', 'kagak', 'akan', 'di', 'bawa', 'mati', 'yang', 'pants', 'di', 'buang', 'ke', 'laut', 'itu', 'lu', 'orang', 'yang', 'paling', 'anehhh'];['cowok', 'macam', 'anjing', 'cuihhh', 'orang', 'kaya', 'tidak', 'akan', 'pernah', 'berkoar', 'gua', 'orang', 'yang', 'ping', 'kaya', 'sedunia', 'karena', 'semua', 'orang', 'juga', 'tau', 'klo', 'dia', 'orang', 'kaya', 'orang', 'kaya', 'malahn', 'berperilaku', 'sebagai', 'mana', 'orang', 'sederhana', 'buat', 'apa', 'memamerkan', 'kekayaan', 'di', 'dunia', 'di', 'akhirat', 'mampus', 'lu', 'harta', 'kagak', 'akan', 'di', 'bawa', 'mati', 'yang', 'pants', 'di', 'buang', 'ke', 'laut', 'itu', 'lu', 'orang', 'yang', 'paling', 'anehhh'];cowok macam anjing cuihhh orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia karena semua orang juga tau klo dia orang kaya orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh;cowok macam anjing cuihhh orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia karena semua orang juga tau klo dia orang kaya orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh;cowok macam anjing cuihhh orang kaya pernah koar gua orang ping kaya dunia semua orang tau klo orang kaya orang kaya malahn perilaku mana orang sederhana buat apa pamer kaya dunia akhirat mampus lu harta kagak akan bawa mati pants di buang laut lu orang paling anehhh
